Dataset,Category,Image_Name,Object,BBox_Width,BBox_Height,Image_Width,Image_Height
HRSC2016,11,100000637.bmp,100000637_11_1,252.000117,383.000319,1191,837
HRSC2016,1,100000638.bmp,100000638_1_1,200.00050099999999,240.00030999999998,1189,830
HRSC2016,25,100000638.bmp,100000638_25_1,276.000192,349.00006,1189,830
HRSC2016,1,100000638.bmp,100000638_1_2,59.000558,83.0,1189,830
HRSC2016,20,100000640.bmp,100000640_20_1,64.999684,259.99970299999995,1174,827
HRSC2016,20,100000641.bmp,100000641_20_1,105.000561,299.00032400000003,1179,812
HRSC2016,9,100000642.bmp,100000642_9_1,334.999574,63.000036,1183,828
HRSC2016,19,100000642.bmp,100000642_19_1,550.999995,123.00022799999999,1183,828
HRSC2016,7,100000642.bmp,100000642_7_1,382.999799,82.000152,1183,828
HRSC2016,9,100000642.bmp,100000642_9_2,331.999486,65.99988,1183,828
HRSC2016,22,100000642.bmp,100000642_22_1,32.999785,67.00010400000001,1183,828
HRSC2016,1,100000644.bmp,100000644_1_1,82.00056,208.0,1180,832
HRSC2016,9,100000645.bmp,100000645_9_1,41.99974,261.999656,1180,808
HRSC2016,9,100000645.bmp,100000645_9_2,37.99954,264.99976,1180,808
HRSC2016,7,100000645.bmp,100000645_7_1,56.999900000000004,301.999696,1180,808
HRSC2016,5,100000645.bmp,100000645_5_1,188.99942000000001,641.999632,1180,808
HRSC2016,20,100000646.bmp,100000646_20_1,345.999825,199.000256,1193,832
HRSC2016,20,100000647.bmp,100000647_20_1,370.000543,138.000248,1177,821
HRSC2016,9,100000648.bmp,100000648_9_1,44.000226,286.00039499999997,1193,843
HRSC2016,9,100000648.bmp,100000648_9_2,44.999959999999994,289.999587,1193,843
HRSC2016,7,100000648.bmp,100000648_7_1,55.99942,333.00017399999996,1193,843
HRSC2016,5,100000648.bmp,100000648_5_1,187.000364,713.9999250000001,1193,843
HRSC2016,9,100000649.bmp,100000649_9_1,109.00034,700.999934,1178,827
HRSC2016,1,100000650.bmp,100000650_1_1,109.000096,175.00029,1168,831
HRSC2016,20,100000651.bmp,100000651_20_1,134.999434,245.000162,1174,814
HRSC2016,20,100000652.bmp,100000652_20_1,176.000268,192.00039600000002,1178,826
HRSC2016,20,100000653.bmp,100000653_20_1,84.00000000000001,238.00009699999998,1200,829
HRSC2016,1,100000653.bmp,100000653_1_1,71.0004,201.000169,1200,829
HRSC2016,7,100000654.bmp,100000654_7_1,326.00050000000005,203.999685,1190,835
HRSC2016,1,100000654.bmp,100000654_1_1,143.99952000000002,97.00027999999999,1190,835
HRSC2016,6,100000654.bmp,100000654_6_1,713.0004,504.99965000000003,1190,835
HRSC2016,7,100000655.bmp,100000655_7_1,405.999456,279.000292,1181,823
HRSC2016,7,100000655.bmp,100000655_7_2,417.999597,263.00034899999997,1181,823
HRSC2016,6,100000656.bmp,100000656_6_1,475.999712,332.000046,1168,822
HRSC2016,1,100000656.bmp,100000656_1_1,101.000464,66.000024,1168,822
HRSC2016,7,100000656.bmp,100000656_7_1,211.000368,143.000052,1168,822
HRSC2016,7,100000656.bmp,100000656_7_2,217.000384,137.999826,1168,822
HRSC2016,9,100000657.bmp,100000657_9_1,234.99972,264.000338,1185,826
HRSC2016,20,100000658.bmp,100000658_20_1,208.999838,103.00030400000001,1187,814
HRSC2016,1,100000658.bmp,100000658_1_1,176.999505,89.99991,1187,814
HRSC2016,1,100000658.bmp,100000658_1_2,330.99969799999997,159.99984,1187,814
HRSC2016,20,100000659.bmp,100000659_20_1,168.999873,172.99980200000002,1029,683
HRSC2016,20,100000660.bmp,100000660_20_1,227.00050000000002,173.000087,1070,793
HRSC2016,3,100000661.bmp,100000661_3_1,181.000276,198.999768,1174,836
HRSC2016,3,100000661.bmp,100000661_3_2,181.000276,193.999652,1174,836
HRSC2016,3,100000662.bmp,100000662_3_1,68.99992499999999,255.000064,1181,836
HRSC2016,3,100000662.bmp,100000662_3_2,70.000232,254.000208,1181,836
HRSC2016,20,100000663.bmp,100000663_20_1,198.00015199999999,133.000192,1162,824
HRSC2016,1,100000663.bmp,100000663_1_1,223.999902,77.000328,1162,824
HRSC2016,9,100000664.bmp,100000664_9_1,143.999834,314.00032200000004,1166,827
HRSC2016,7,100000664.bmp,100000664_7_1,167.00035,353.99983100000003,1166,827
HRSC2016,1,100000667.bmp,100000667_1_1,107.000039,314.999685,1159,819
HRSC2016,20,100000668.bmp,100000668_20_1,235.999962,106.00034000000001,1023,802
HRSC2016,20,100000669.bmp,100000669_20_1,215.999706,60.000015,922,615
HRSC2016,5,100000670.bmp,100000670_5_1,290.00030399999997,655.0001639999999,1188,828
HRSC2016,25,100000672.bmp,100000672_25_1,386.000254,69.000157,1082,829
HRSC2016,1,100000672.bmp,100000672_1_1,91.000528,190.999942,1082,829
HRSC2016,20,100000673.bmp,100000673_20_1,170.999544,151.99969399999998,1158,826
HRSC2016,1,100000674.bmp,100000674_1_1,352.99965,114.99970900000001,1185,829
HRSC2016,9,100000674.bmp,100000674_9_1,311.999835,101.00038599999999,1185,829
HRSC2016,25,100000675.bmp,100000675_25_1,69.000552,306.000205,1173,809
HRSC2016,20,100000675.bmp,100000675_20_1,233.999424,88.999708,1173,809
HRSC2016,20,100000676.bmp,100000676_20_1,111.999995,225.00015199999999,971,787
HRSC2016,20,100000677.bmp,100000677_20_1,159.99962200000002,195.999934,1129,817
HRSC2016,9,100000678.bmp,100000678_9_1,248.999936,230.999986,1184,826
HRSC2016,7,100000678.bmp,100000678_7_1,282.000384,267.99983,1184,826
HRSC2016,7,100000678.bmp,100000678_7_2,282.000384,275.99964,1184,826
HRSC2016,9,100000679.bmp,100000679_9_1,248.000256,240.00006000000002,1152,820
HRSC2016,9,100000679.bmp,100000679_9_2,246.000384,226.0002,1152,820
HRSC2016,1,100000679.bmp,100000679_1_1,100.00051199999999,152.9997,1152,820
HRSC2016,20,100000680.bmp,100000680_20_1,167.999526,204.999644,1047,743
HRSC2016,20,100000681.bmp,100000681_20_1,154.00000799999998,194.000272,918,743
HRSC2016,1,100000682.bmp,100000682_1_1,267.99966900000004,42.99981,1179,830
HRSC2016,1,100000682.bmp,100000682_1_2,266.000085,51.00018,1179,830
HRSC2016,1,100000682.bmp,100000682_1_3,260.99994599999997,47.99973,1179,830
HRSC2016,9,100000683.bmp,100000683_9_1,318.99991,82.00005,1181,825
HRSC2016,9,100000683.bmp,100000683_9_2,314.999863,98.0001,1181,825
HRSC2016,1,100000684.bmp,100000684_1_1,212.00048800000002,144.99978,1169,820
HRSC2016,5,100000684.bmp,100000684_5_1,534.000369,365.99962,1169,820
HRSC2016,20,100000685.bmp,100000685_20_1,244.999608,201.00015,1176,845
HRSC2016,11,100000685.bmp,100000685_11_1,314.000232,252.00012500000003,1176,845
HRSC2016,11,100000685.bmp,100000685_11_2,214.99984800000001,337.000365,1176,845
HRSC2016,25,100000685.bmp,100000685_25_1,370.999776,178.00009500000002,1176,845
HRSC2016,5,100000687.bmp,100000687_5_1,663.0004319999999,468.000087,1164,831
HRSC2016,20,100000689.bmp,100000689_20_1,131.999866,227.000328,1049,808
HRSC2016,20,100000690.bmp,100000690_20_1,151.999528,240.00006000000002,1129,820
HRSC2016,9,100000691.bmp,100000691_9_1,323.00016,145.000104,1176,824
HRSC2016,9,100000691.bmp,100000691_9_2,322.00056,141.000408,1176,824
HRSC2016,20,100000692.bmp,100000692_20_1,185.999831,233.999906,1087,758
HRSC2016,20,100000693.bmp,100000693_20_1,174.00006,186.99993600000002,1035,744
HRSC2016,9,100000694.bmp,100000694_9_1,272.999742,64.999836,1194,836
HRSC2016,7,100000694.bmp,100000694_7_1,314.00050799999997,74.000212,1194,836
HRSC2016,9,100000694.bmp,100000694_9_2,278.999592,61.000412000000004,1194,836
HRSC2016,11,100000694.bmp,100000694_11_1,349.999608,73.000356,1194,836
HRSC2016,5,100000694.bmp,100000694_5_1,679.9997159999999,221.9998,1194,836
HRSC2016,20,100000696.bmp,100000696_20_1,272.999668,79.00011,1142,810
HRSC2016,20,100000697.bmp,100000697_20_1,94.000225,208.000296,935,749
HRSC2016,20,100000698.bmp,100000698_20_1,76.00016000000001,202.00020500000002,866,629
HRSC2016,1,100000699.bmp,100000699_1_1,58.999554,163.000088,1173,823
HRSC2016,1,100000699.bmp,100000699_1_2,58.999554,164.999978,1173,823
HRSC2016,1,100000699.bmp,100000699_1_3,56.000192999999996,161.00019799999998,1173,823
HRSC2016,6,100000699.bmp,100000699_6_1,238.000527,742.00034,1173,823
HRSC2016,1,100000700.bmp,100000700_1_1,110.999931,102.999934,1187,829
HRSC2016,1,100000700.bmp,100000700_1_2,115.99957500000001,102.999934,1187,829
HRSC2016,6,100000700.bmp,100000700_6_1,523.999963,490.000346,1187,829
HRSC2016,1,100000701.bmp,100000701_1_1,338.000223,68.000296,1023,728
HRSC2016,6,100000703.bmp,100000703_6_1,344.000291,695.999895,1189,831
HRSC2016,18,100000704.bmp,100000704_18_1,349.99965000000003,270.000025,1110,787
HRSC2016,1,100000705.bmp,100000705_1_1,31.000314,123.99997499999999,1182,825
HRSC2016,1,100000705.bmp,100000705_1_2,34.00023,155.00017499999998,1182,825
HRSC2016,6,100000705.bmp,100000705_6_1,191.000562,718.9998750000001,1182,825
HRSC2016,6,100000705.bmp,100000705_6_2,177.999744,716.000175,1182,825
HRSC2016,1,100000706.bmp,100000706_1_1,89.99974999999999,108.000084,1198,831
HRSC2016,1,100000706.bmp,100000706_1_2,109.00003,130.999671,1198,831
HRSC2016,1,100000706.bmp,100000706_1_3,110.999492,127.999761,1198,831
HRSC2016,6,100000706.bmp,100000706_6_1,512.000042,608.000319,1198,831
HRSC2016,6,100000706.bmp,100000706_6_2,513.999504,606.9997950000001,1198,831
HRSC2016,4,100000707.bmp,100000707_4_1,302.000348,176.00019500000002,859,679
HRSC2016,1,100000707.bmp,100000707_1_1,90.00000700000001,53.000024,859,679
HRSC2016,25,100000708.bmp,100000708_25_1,535.00041,194.999988,1015,724
HRSC2016,1,100000708.bmp,100000708_1_1,346.00030499999997,138.000192,1015,724
HRSC2016,1,100000708.bmp,100000708_1_2,85.999935,29.999664,1015,724
HRSC2016,6,100000709.bmp,100000709_6_1,503.0001,411.999822,1182,827
HRSC2016,6,100000709.bmp,100000709_6_2,499.000212,411.999822,1182,827
HRSC2016,3,100000709.bmp,100000709_3_1,234.00054,194.999984,1182,827
HRSC2016,1,100000710.bmp,100000710_1_1,129.000044,307.000114,838,653
HRSC2016,6,100000711.bmp,100000711_6_1,746.99989,205.00004,1190,830
HRSC2016,6,100000711.bmp,100000711_6_2,746.00029,218.99965,1190,830
HRSC2016,1,100000712.bmp,100000712_1_1,160.99959500000003,52.00038000000001,1145,810
HRSC2016,1,100000712.bmp,100000712_1_2,160.00001,47.99979,1145,810
HRSC2016,1,100000713.bmp,100000713_1_1,177.999764,220.99984400000002,898,716
HRSC2016,1,100000714.bmp,100000714_1_1,232.000272,211.000312,1128,808
HRSC2016,6,100000715.bmp,100000715_6_1,673.999974,241.99965,1161,810
HRSC2016,6,100000715.bmp,100000715_6_2,682.000425,241.00010999999998,1161,810
HRSC2016,1,100000716.bmp,100000716_1_1,234.00002600000002,119.000192,793,586
HRSC2016,6,100000717.bmp,100000717_6_1,403.99967,149.000048,1153,808
HRSC2016,6,100000717.bmp,100000717_6_2,406.99977599999994,145.999944,1153,808
HRSC2016,6,100000718.bmp,100000718_6_1,697.999995,293.99983399999996,1155,818
HRSC2016,6,100000718.bmp,100000718_6_2,705.00045,293.99983399999996,1155,818
HRSC2016,25,100000719.bmp,100000719_25_1,638.999982,250.000184,1174,812
HRSC2016,1,100000719.bmp,100000719_1_1,224.999448,92.999984,1174,812
HRSC2016,1,100000719.bmp,100000719_1_2,158.999516,66.999744,1174,812
HRSC2016,1,100000719.bmp,100000719_1_3,125.000476,55.000008,1174,812
HRSC2016,25,100000720.bmp,100000720_25_1,536.999962,132.99975700000002,1063,737
HRSC2016,1,100000721.bmp,100000721_1_1,67.999977,195.00037200000003,981,756
HRSC2016,1,100000721.bmp,100000721_1_2,35.000118,91.99990799999999,981,756
HRSC2016,1,100000722.bmp,100000722_1_1,113.00042099999999,190.0002,993,780
HRSC2016,1,100000722.bmp,100000722_1_2,54.000333,85.99968000000001,993,780
HRSC2016,6,100000723.bmp,100000723_6_1,537.000023,474.00010000000003,1169,805
HRSC2016,6,100000723.bmp,100000723_6_2,536.0005279999999,470.00005500000003,1169,805
HRSC2016,1,100000724.bmp,100000724_1_1,117.00040800000001,109.000216,1126,806
HRSC2016,1,100000724.bmp,100000724_1_2,93.999606,83.000268,1126,806
HRSC2016,6,100000725.bmp,100000725_6_1,452.00012,452.000367,1144,819
HRSC2016,6,100000725.bmp,100000725_6_2,446.99969600000003,455.00036400000005,1144,819
HRSC2016,11,100000726.bmp,100000726_11_1,182.00036699999998,386.000328,1181,824
HRSC2016,7,100000726.bmp,100000726_7_1,167.99961199999998,344.000224,1181,824
HRSC2016,9,100000727.bmp,100000727_9_1,310.000418,143.999721,1183,827
HRSC2016,10,100000727.bmp,100000727_10_1,446.000464,305.00008099999997,1183,827
HRSC2016,1,100000727.bmp,100000727_1_1,141.000587,74.999803,1183,827
HRSC2016,9,100000727.bmp,100000727_9_2,281.999991,194.999984,1183,827
HRSC2016,9,100000727.bmp,100000727_9_3,272.000092,201.999712,1183,827
HRSC2016,7,100000728.bmp,100000728_7_1,345.00004,165.9999,1198,825
HRSC2016,11,100000728.bmp,100000728_11_1,382.00027,181.00005000000002,1198,825
HRSC2016,1,100000728.bmp,100000728_1_1,146.00026,75.999825,1198,825
HRSC2016,7,100000728.bmp,100000728_7_2,171.000124,348.99975,1198,825
HRSC2016,11,100000729.bmp,100000729_11_1,184.999695,386.00019399999996,1173,802
HRSC2016,1,100000730.bmp,100000730_1_1,192.00035400000002,121.99978499999999,1186,829
HRSC2016,1,100000730.bmp,100000730_1_2,191.000556,121.99978499999999,1186,829
HRSC2016,24,100000731.bmp,100000731_24_1,90.999828,170.99994800000002,1107,809
HRSC2016,1,100000731.bmp,100000731_1_1,73.999629,138.000029,1107,809
HRSC2016,25,100000732.bmp,100000732_25_1,577.0002400000001,147.00026,1160,814
HRSC2016,25,100000732.bmp,100000732_25_2,620.0002800000001,147.999852,1160,814
HRSC2016,30,100000733.bmp,100000733_30_1,365.00032999999996,406.0004,1142,815
HRSC2016,26,100000734.bmp,100000734_26_1,632.9999359999999,155.0,1168,800
HRSC2016,7,100000735.bmp,100000735_7_1,377.999502,127.000152,1117,801
HRSC2016,9,100000736.bmp,100000736_9_1,166.000272,319.99995,1072,809
HRSC2016,9,100000736.bmp,100000736_9_2,106.00043199999999,342.99982,1072,809
HRSC2016,9,100000736.bmp,100000736_9_3,161.000464,320.99987400000003,1072,809
HRSC2016,9,100000736.bmp,100000736_9_4,155.99958400000003,323.99964600000004,1072,809
HRSC2016,7,100000737.bmp,100000737_7_1,226.00044,343.000285,1110,811
HRSC2016,1,100000737.bmp,100000737_1_1,59.999939999999995,140.999649,1110,811
HRSC2016,1,100000738.bmp,100000738_1_1,122.999906,181.000215,1058,803
HRSC2016,11,100000739.bmp,100000739_11_1,265.999624,366.99979,1132,818
HRSC2016,11,100000740.bmp,100000740_11_1,368.99955200000005,255.00029700000002,1072,811
HRSC2016,25,100000741.bmp,100000741_25_1,234.99942700000003,668.0002949999999,1157,823
HRSC2016,25,100000741.bmp,100000741_25_2,203.000278,535.000203,1157,823
HRSC2016,25,100000741.bmp,100000741_25_3,213.00022900000002,614.999918,1157,823
HRSC2016,30,100000742.bmp,100000742_30_1,442.000078,293.999938,1102,782
HRSC2016,30,100000743.bmp,100000743_30_1,440.000064,294.99998800000003,1136,796
HRSC2016,25,100000744.bmp,100000744_25_1,454.999468,390.99960899999996,1148,819
HRSC2016,25,100000745.bmp,100000745_25_1,324.999636,270.999792,1131,784
HRSC2016,1,100000745.bmp,100000745_1_1,55.00053,64.999872,1131,784
HRSC2016,22,100000746.bmp,100000746_22_1,52.000074,79.000232,798,652
HRSC2016,22,100000746.bmp,100000746_22_2,53.99986200000001,75.999728,798,652
HRSC2016,22,100000746.bmp,100000746_22_3,80.000298,52.000260000000004,798,652
HRSC2016,9,100000747.bmp,100000747_9_1,308.999515,78.000084,1195,828
HRSC2016,9,100000747.bmp,100000747_9_2,313.000375,67.00010400000001,1195,828
HRSC2016,9,100000747.bmp,100000747_9_3,315.999825,78.000084,1195,828
HRSC2016,7,100000747.bmp,100000747_7_1,359.999725,97.0002,1195,828
HRSC2016,9,100000747.bmp,100000747_9_4,42.999685,315.00018,1195,828
HRSC2016,9,100000748.bmp,100000748_9_1,312.99980600000004,77.00022,1162,810
HRSC2016,9,100000748.bmp,100000748_9_2,314.99960799999997,70.00019999999999,1162,810
HRSC2016,7,100000748.bmp,100000748_7_1,362.999504,98.99982,1162,810
HRSC2016,9,100000748.bmp,100000748_9_3,312.00048599999997,79.00011,1162,810
HRSC2016,9,100000748.bmp,100000748_9_4,316.00009,40.999770000000005,1162,810
HRSC2016,9,100000748.bmp,100000748_9_5,319.000374,36.99999,1162,810
HRSC2016,9,100000748.bmp,100000748_9_6,321.999496,38.00034,1162,810
HRSC2016,9,100000748.bmp,100000748_9_7,319.999694,31.999859999999998,1162,810
HRSC2016,11,100000749.bmp,100000749_11_1,286.999625,296.99985499999997,1175,815
HRSC2016,1,100000749.bmp,100000749_1_1,235.0,242.000395,1175,815
HRSC2016,9,100000749.bmp,100000749_9_1,309.00032500000003,38.00019,1175,815
HRSC2016,11,100000750.bmp,100000750_11_1,285.99948,297.000336,1170,816
HRSC2016,11,100000750.bmp,100000750_11_2,298.00017,295.99992,1170,816
HRSC2016,7,100000750.bmp,100000750_7_1,272.99961,265.00008,1170,816
HRSC2016,7,100000751.bmp,100000751_7_1,270.99996699999997,260.999637,1153,817
HRSC2016,11,100000751.bmp,100000751_11_1,301.999525,294.999909,1153,817
HRSC2016,24,100000753.bmp,100000753_24_1,120.000396,111.99974499999999,1191,815
HRSC2016,24,100000753.bmp,100000753_24_2,145.999926,135.999865,1191,815
HRSC2016,24,100000753.bmp,100000753_24_3,109.999569,100.99969,1191,815
HRSC2016,24,100000753.bmp,100000753_24_4,144.000237,81.999595,1191,815
HRSC2016,25,100000753.bmp,100000753_25_1,201.000306,194.000155,1191,815
HRSC2016,18,100000754.bmp,100000754_18_1,447.0004,395.000304,1100,816
HRSC2016,1,100000754.bmp,100000754_1_1,84.0004,69.99974399999999,1100,816
HRSC2016,1,100000754.bmp,100000754_1_2,78.99980000000001,28.999824,1100,816
HRSC2016,1,100000754.bmp,100000754_1_3,55.999900000000004,48.999984,1100,816
HRSC2016,11,100000755.bmp,100000755_11_1,193.999988,287.000254,1172,821
HRSC2016,9,100000755.bmp,100000755_9_1,177.99984400000002,258.000071,1172,821
HRSC2016,22,100000755.bmp,100000755_22_1,62.999688000000006,45.999809,1172,821
HRSC2016,22,100000755.bmp,100000755_22_2,60.000539999999994,45.999809,1172,821
HRSC2016,22,100000755.bmp,100000755_22_3,42.999508,63.000256,1172,821
HRSC2016,9,100000756.bmp,100000756_9_1,208.000359,191.000046,1179,809
HRSC2016,9,100000756.bmp,100000756_9_2,210.99973500000002,184.99969299999998,1179,809
HRSC2016,9,100000756.bmp,100000756_9_3,208.000359,188.00027400000002,1179,809
HRSC2016,9,100000756.bmp,100000756_9_4,207.00056700000002,189.00019799999998,1179,809
HRSC2016,7,100000757.bmp,100000757_7_1,302.99976300000003,100.99969200000001,1171,801
HRSC2016,9,100000757.bmp,100000757_9_1,84.00051400000001,263.999988,1171,801
HRSC2016,1,100000757.bmp,100000757_1_1,50.000529,127.000152,1171,801
HRSC2016,1,100000757.bmp,100000757_1_2,45.000358999999996,127.9998,1171,801
HRSC2016,9,100000758.bmp,100000758_9_1,257.000114,99.0,1106,792
HRSC2016,9,100000758.bmp,100000758_9_2,256.00029,97.0002,1106,792
HRSC2016,7,100000758.bmp,100000758_7_1,101.999744,289.000008,1106,792
HRSC2016,18,100000760.bmp,100000760_18_1,368.99952,337.999953,1185,821
HRSC2016,25,100000760.bmp,100000760_25_1,300.000525,261.000005,1185,821
HRSC2016,1,100000760.bmp,100000760_1_1,62.000385,71.00008,1185,821
HRSC2016,1,100000760.bmp,100000760_1_2,62.000385,44.999831,1185,821
HRSC2016,1,100000760.bmp,100000760_1_3,61.000245,43.999853,1185,821
HRSC2016,1,100000760.bmp,100000760_1_4,41.999955,38.999962999999994,1185,821
HRSC2016,25,100000761.bmp,100000761_25_1,240.000306,288.999654,1066,746
HRSC2016,11,100000762.bmp,100000762_11_1,314.00001000000003,304.999685,1095,823
HRSC2016,24,100000762.bmp,100000762_24_1,49.000155,75.999935,1095,823
HRSC2016,24,100000762.bmp,100000762_24_2,42.999555,78.99977,1095,823
HRSC2016,24,100000762.bmp,100000762_24_3,78.000135,44.999994,1095,823
HRSC2016,9,100000763.bmp,100000763_9_1,247.00021500000003,241.00029800000002,1185,847
HRSC2016,9,100000763.bmp,100000763_9_2,251.99973000000003,241.999758,1185,847
HRSC2016,9,100000763.bmp,100000763_9_3,286.99989,203.99995,1185,847
HRSC2016,9,100000763.bmp,100000763_9_4,281.00023500000003,200.000416,1185,847
HRSC2016,9,100000763.bmp,100000763_9_5,285.99975,200.000416,1185,847
HRSC2016,1,100000764.bmp,100000764_1_1,37.000376,99.99975,1058,755
HRSC2016,11,100000764.bmp,100000764_11_1,424.99965799999995,47.99988,1058,755
HRSC2016,9,100000764.bmp,100000764_9_1,42.000484,331.99992499999996,1058,755
HRSC2016,9,100000765.bmp,100000765_9_1,334.00037399999997,42.99981,1038,830
HRSC2016,9,100000765.bmp,100000765_9_2,51.999648,339.00022,1038,830
HRSC2016,9,100000766.bmp,100000766_9_1,48.000402,334.999824,1058,816
HRSC2016,25,100000767.bmp,100000767_25_1,287.999505,475.999812,1163,828
HRSC2016,30,100000768.bmp,100000768_30_1,304.0004,499.00039000000004,1100,802
HRSC2016,18,100000769.bmp,100000769_18_1,169.999487,242.99993,1169,830
HRSC2016,25,100000769.bmp,100000769_25_1,236.999553,385.9998,1169,830
HRSC2016,30,100000770.bmp,100000770_30_1,472.00029800000004,89.999644,1166,812
HRSC2016,30,100000771.bmp,100000771_30_1,441.99971700000003,81.000248,1159,812
HRSC2016,22,100000772.bmp,100000772_22_1,41.999958,78.999945,1134,795
HRSC2016,22,100000772.bmp,100000772_22_2,75.999546,48.999825,1134,795
HRSC2016,1,100000772.bmp,100000772_1_1,201.00036599999999,37.000095,1134,795
HRSC2016,9,100000772.bmp,100000772_9_1,338.00004,48.999825,1134,795
HRSC2016,9,100000773.bmp,100000773_9_1,46.99982,342.00034400000004,964,826
HRSC2016,9,100000773.bmp,100000773_9_2,46.99982,339.000312,964,826
HRSC2016,9,100000773.bmp,100000773_9_3,58.000023999999996,342.00034400000004,964,826
HRSC2016,9,100000773.bmp,100000773_9_4,64.999628,339.999772,964,826
HRSC2016,9,100000774.bmp,100000774_9_1,47.999930000000006,342.000119,1189,823
HRSC2016,9,100000774.bmp,100000774_9_2,80.999436,339.000284,1189,823
HRSC2016,9,100000774.bmp,100000774_9_3,266.999462,227.99980499999998,1189,823
HRSC2016,9,100000774.bmp,100000774_9_4,217.999583,41.000214,1189,823
HRSC2016,22,100000775.bmp,100000775_22_1,75.99992400000001,30.999807,924,639
HRSC2016,9,100000775.bmp,100000775_9_1,318.999912,136.999683,924,639
HRSC2016,7,100000776.bmp,100000776_7_1,264.000501,304.99982,1179,820
HRSC2016,11,100000776.bmp,100000776_11_1,290.999601,341.00028,1179,820
HRSC2016,11,100000777.bmp,100000777_11_1,293.000267,342.000225,1187,805
HRSC2016,9,100000777.bmp,100000777_9_1,282.000338,216.000015,1187,805
HRSC2016,1,100000777.bmp,100000777_1_1,169.99976600000002,128.99964,1187,805
HRSC2016,7,100000778.bmp,100000778_7_1,315.000378,242.99973,1122,794
HRSC2016,1,100000779.bmp,100000779_1_1,203.999787,245.00028,1151,840
HRSC2016,1,100000779.bmp,100000779_1_2,91.99943,109.00008,1151,840
HRSC2016,1,100000779.bmp,100000779_1_3,119.999807,144.99996,1151,840
HRSC2016,18,100000780.bmp,100000780_18_1,504.999684,330.00021599999997,1134,826
HRSC2016,1,100000780.bmp,100000780_1_1,51.000516,73.00022799999999,1134,826
HRSC2016,1,100000780.bmp,100000780_1_2,67.00012199999999,56.000322,1134,826
HRSC2016,25,100000781.bmp,100000781_25_1,375.00016,590.999994,1160,807
HRSC2016,25,100000781.bmp,100000781_25_2,375.00016,589.0002479999999,1160,807
HRSC2016,30,100000782.bmp,100000782_30_1,367.000536,400.99996,1169,818
HRSC2016,18,100000783.bmp,100000783_18_1,549.000586,200.000395,1186,791
HRSC2016,25,100000784.bmp,100000784_25_1,438.99980400000004,122.999709,1116,791
HRSC2016,25,100000785.bmp,100000785_25_1,289.999611,375.000197,1089,803
HRSC2016,7,100000786.bmp,100000786_7_1,170.00019,285.999794,1158,818
HRSC2016,9,100000786.bmp,100000786_9_1,152.000238,251.999624,1158,818
HRSC2016,22,100000786.bmp,100000786_22_1,59.999454,50.999846,1158,818
HRSC2016,22,100000786.bmp,100000786_22_2,60.999966,46.999826,1158,818
HRSC2016,22,100000786.bmp,100000786_22_3,53.999856,62.00031,1158,818
HRSC2016,9,100000787.bmp,100000787_9_1,251.00029199999997,150.999992,1194,836
HRSC2016,9,100000787.bmp,100000787_9_2,226.00032000000002,185.000112,1194,836
HRSC2016,11,100000787.bmp,100000787_11_1,289.000536,241.000408,1194,836
HRSC2016,1,100000787.bmp,100000787_1_1,111.999588,74.000212,1194,836
HRSC2016,7,100000788.bmp,100000788_7_1,307.00012499999997,115.99971000000001,1125,755
