Dataset,Category,Image_Name,Object,BBox_Width,BBox_Height,Image_Width,Image_Height
AIR-SARShip-2.0,ship,108.tiff,108_ship_1,105,416,1000,1000
AIR-SARShip-2.0,ship,108.tiff,108_ship_2,106,176,1000,1000
AIR-SARShip-2.0,ship,108.tiff,108_ship_3,76,205,1000,1000
AIR-SARShip-2.0,ship,108.tiff,108_ship_4,88,152,1000,1000
AIR-SARShip-2.0,ship,108.tiff,108_ship_5,105,258,1000,1000
AIR-SARShip-2.0,ship,108.tiff,108_ship_6,105,281,1000,1000
AIR-SARShip-2.0,ship,108.tiff,108_ship_7,76,223,1000,1000
AIR-SARShip-2.0,ship,108.tiff,108_ship_8,82,276,1000,1000
AIR-SARShip-2.0,ship,108.tiff,108_ship_9,61,299,1000,1000
AIR-SARShip-2.0,ship,108.tiff,108_ship_10,99,187,1000,1000
AIR-SARShip-2.0,ship,108.tiff,108_ship_11,70,163,1000,1000
AIR-SARShip-2.0,ship,109.tiff,109_ship_1,94,130,1000,1000
AIR-SARShip-2.0,ship,109.tiff,109_ship_2,67,217,1000,1000
AIR-SARShip-2.0,ship,109.tiff,109_ship_3,94,150,1000,1000
AIR-SARShip-2.0,ship,109.tiff,109_ship_4,88,234,1000,1000
AIR-SARShip-2.0,ship,109.tiff,109_ship_5,99,199,1000,1000
AIR-SARShip-2.0,ship,109.tiff,109_ship_6,70,281,1000,1000
AIR-SARShip-2.0,ship,109.tiff,109_ship_7,88,275,1000,1000
AIR-SARShip-2.0,ship,109.tiff,109_ship_8,106,293,1000,1000
AIR-SARShip-2.0,ship,109.tiff,109_ship_9,106,270,1000,1000
AIR-SARShip-2.0,ship,109.tiff,109_ship_10,76,175,1000,1000
AIR-SARShip-2.0,ship,109.tiff,109_ship_11,61,216,1000,1000
AIR-SARShip-2.0,ship,11.tiff,11_ship_1,20,15,1000,1000
AIR-SARShip-2.0,ship,11.tiff,11_ship_2,54,73,1000,1000
AIR-SARShip-2.0,ship,11.tiff,11_ship_3,51,69,1000,1000
AIR-SARShip-2.0,ship,11.tiff,11_ship_4,68,89,1000,1000
AIR-SARShip-2.0,ship,11.tiff,11_ship_5,25,40,1000,1000
AIR-SARShip-2.0,ship,110.tiff,110_ship_1,83,217,1000,1000
AIR-SARShip-2.0,ship,110.tiff,110_ship_2,82,229,1000,1000
AIR-SARShip-2.0,ship,110.tiff,110_ship_3,70,211,1000,1000
AIR-SARShip-2.0,ship,110.tiff,110_ship_4,94,164,1000,1000
AIR-SARShip-2.0,ship,110.tiff,110_ship_5,94,223,1000,1000
AIR-SARShip-2.0,ship,111.tiff,111_ship_1,268,92,1000,1000
AIR-SARShip-2.0,ship,111.tiff,111_ship_2,217,70,1000,1000
AIR-SARShip-2.0,ship,111.tiff,111_ship_3,185,88,1000,1000
AIR-SARShip-2.0,ship,111.tiff,111_ship_4,190,78,1000,1000
AIR-SARShip-2.0,ship,111.tiff,111_ship_5,250,88,1000,1000
AIR-SARShip-2.0,ship,111.tiff,111_ship_6,254,42,1000,1000
AIR-SARShip-2.0,ship,111.tiff,111_ship_7,250,69,1000,1000
AIR-SARShip-2.0,ship,112.tiff,112_ship_1,268,92,1000,1000
AIR-SARShip-2.0,ship,112.tiff,112_ship_2,250,88,1000,1000
AIR-SARShip-2.0,ship,112.tiff,112_ship_3,250,48,1000,1000
AIR-SARShip-2.0,ship,113.tiff,113_ship_1,100,199,1000,1000
AIR-SARShip-2.0,ship,113.tiff,113_ship_2,94,193,1000,1000
AIR-SARShip-2.0,ship,113.tiff,113_ship_3,128,199,1000,1000
AIR-SARShip-2.0,ship,113.tiff,113_ship_4,82,258,1000,1000
AIR-SARShip-2.0,ship,114.tiff,114_ship_1,106,223,1000,1000
AIR-SARShip-2.0,ship,114.tiff,114_ship_2,100,287,1000,1000
AIR-SARShip-2.0,ship,114.tiff,114_ship_3,135,234,1000,1000
AIR-SARShip-2.0,ship,114.tiff,114_ship_4,94,189,1000,1000
AIR-SARShip-2.0,ship,114.tiff,114_ship_5,94,208,1000,1000
AIR-SARShip-2.0,ship,115.tiff,115_ship_1,193,92,1000,1000
AIR-SARShip-2.0,ship,115.tiff,115_ship_2,128,70,1000,1000
AIR-SARShip-2.0,ship,115.tiff,115_ship_3,198,88,1000,1000
AIR-SARShip-2.0,ship,115.tiff,115_ship_4,225,69,1000,1000
AIR-SARShip-2.0,ship,116.tiff,116_ship_1,193,92,1000,1000
AIR-SARShip-2.0,ship,116.tiff,116_ship_2,198,88,1000,1000
AIR-SARShip-2.0,ship,116.tiff,116_ship_3,225,48,1000,1000
AIR-SARShip-2.0,ship,117.tiff,117_ship_1,125,113,1000,1000
AIR-SARShip-2.0,ship,117.tiff,117_ship_2,105,90,1000,1000
AIR-SARShip-2.0,ship,118.tiff,118_ship_1,125,113,1000,1000
AIR-SARShip-2.0,ship,118.tiff,118_ship_2,104,90,1000,1000
AIR-SARShip-2.0,ship,118.tiff,118_ship_3,105,90,1000,1000
AIR-SARShip-2.0,ship,119.tiff,119_ship_1,160,42,1000,1000
AIR-SARShip-2.0,ship,119.tiff,119_ship_2,119,52,1000,1000
AIR-SARShip-2.0,ship,12.tiff,12_ship_1,9,4,1000,1000
AIR-SARShip-2.0,ship,12.tiff,12_ship_2,12,22,1000,1000
AIR-SARShip-2.0,ship,120.tiff,120_ship_1,223,74,1000,1000
AIR-SARShip-2.0,ship,120.tiff,120_ship_2,140,185,1000,1000
AIR-SARShip-2.0,ship,121.tiff,121_ship_1,83,255,1000,1000
AIR-SARShip-2.0,ship,121.tiff,121_ship_2,121,133,1000,1000
AIR-SARShip-2.0,ship,121.tiff,121_ship_3,79,194,1000,1000
AIR-SARShip-2.0,ship,121.tiff,121_ship_4,125,199,1000,1000
AIR-SARShip-2.0,ship,121.tiff,121_ship_5,97,315,1000,1000
AIR-SARShip-2.0,ship,122.tiff,122_ship_1,273,93,1000,1000
AIR-SARShip-2.0,ship,122.tiff,122_ship_2,83,268,1000,1000
AIR-SARShip-2.0,ship,122.tiff,122_ship_3,130,190,1000,1000
AIR-SARShip-2.0,ship,122.tiff,122_ship_4,121,189,1000,1000
AIR-SARShip-2.0,ship,122.tiff,122_ship_5,120,105,1000,1000
AIR-SARShip-2.0,ship,122.tiff,122_ship_6,129,310,1000,1000
AIR-SARShip-2.0,ship,122.tiff,122_ship_7,120,198,1000,1000
AIR-SARShip-2.0,ship,122.tiff,122_ship_8,125,129,1000,1000
AIR-SARShip-2.0,ship,122.tiff,122_ship_9,143,199,1000,1000
AIR-SARShip-2.0,ship,123.tiff,123_ship_1,134,139,1000,1000
AIR-SARShip-2.0,ship,123.tiff,123_ship_2,97,314,1000,1000
AIR-SARShip-2.0,ship,123.tiff,123_ship_3,153,116,1000,1000
AIR-SARShip-2.0,ship,123.tiff,123_ship_4,120,162,1000,1000
AIR-SARShip-2.0,ship,123.tiff,123_ship_5,120,218,1000,1000
AIR-SARShip-2.0,ship,123.tiff,123_ship_6,80,194,1000,1000
AIR-SARShip-2.0,ship,123.tiff,123_ship_7,125,157,1000,1000
AIR-SARShip-2.0,ship,124.tiff,124_ship_1,130,315,1000,1000
AIR-SARShip-2.0,ship,124.tiff,124_ship_2,134,245,1000,1000
AIR-SARShip-2.0,ship,125.tiff,125_ship_1,106,171,1000,1000
AIR-SARShip-2.0,ship,125.tiff,125_ship_2,106,134,1000,1000
AIR-SARShip-2.0,ship,125.tiff,125_ship_3,88,171,1000,1000
AIR-SARShip-2.0,ship,125.tiff,125_ship_4,116,125,1000,1000
AIR-SARShip-2.0,ship,125.tiff,125_ship_5,153,199,1000,1000
AIR-SARShip-2.0,ship,125.tiff,125_ship_6,197,74,1000,1000
AIR-SARShip-2.0,ship,125.tiff,125_ship_7,203,185,1000,1000
AIR-SARShip-2.0,ship,125.tiff,125_ship_8,146,88,1000,1000
AIR-SARShip-2.0,ship,125.tiff,125_ship_9,236,78,1000,1000
AIR-SARShip-2.0,ship,125.tiff,125_ship_10,244,79,1000,1000
AIR-SARShip-2.0,ship,125.tiff,125_ship_11,262,50,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_1,320,74,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_2,139,180,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_3,176,199,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_4,181,129,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_5,273,70,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_6,412,102,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_7,236,78,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_8,244,79,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_9,262,50,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_10,203,50,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_11,237,47,1000,1000
AIR-SARShip-2.0,ship,126.tiff,126_ship_12,180,33,1000,1000
AIR-SARShip-2.0,ship,127.tiff,127_ship_1,143,120,1000,1000
AIR-SARShip-2.0,ship,127.tiff,127_ship_2,125,129,1000,1000
AIR-SARShip-2.0,ship,127.tiff,127_ship_3,333,88,1000,1000
AIR-SARShip-2.0,ship,127.tiff,127_ship_4,90,199,1000,1000
AIR-SARShip-2.0,ship,127.tiff,127_ship_5,139,124,1000,1000
AIR-SARShip-2.0,ship,127.tiff,127_ship_6,176,212,1000,1000
AIR-SARShip-2.0,ship,128.tiff,128_ship_1,101,218,1000,1000
AIR-SARShip-2.0,ship,128.tiff,128_ship_2,107,211,1000,1000
AIR-SARShip-2.0,ship,128.tiff,128_ship_3,106,190,1000,1000
AIR-SARShip-2.0,ship,128.tiff,128_ship_4,125,194,1000,1000
AIR-SARShip-2.0,ship,128.tiff,128_ship_5,104,157,1000,1000
AIR-SARShip-2.0,ship,128.tiff,128_ship_6,241,111,1000,1000
AIR-SARShip-2.0,ship,129.tiff,129_ship_1,97,217,1000,1000
AIR-SARShip-2.0,ship,129.tiff,129_ship_2,121,240,1000,1000
AIR-SARShip-2.0,ship,129.tiff,129_ship_3,107,265,1000,1000
AIR-SARShip-2.0,ship,13.tiff,13_ship_1,74,62,1000,1000
AIR-SARShip-2.0,ship,13.tiff,13_ship_2,89,51,1000,1000
AIR-SARShip-2.0,ship,13.tiff,13_ship_3,96,59,1000,1000
AIR-SARShip-2.0,ship,130.tiff,130_ship_1,188,55,1000,1000
AIR-SARShip-2.0,ship,130.tiff,130_ship_2,221,75,1000,1000
AIR-SARShip-2.0,ship,130.tiff,130_ship_3,157,77,1000,1000
AIR-SARShip-2.0,ship,130.tiff,130_ship_4,204,98,1000,1000
AIR-SARShip-2.0,ship,130.tiff,130_ship_5,177,100,1000,1000
AIR-SARShip-2.0,ship,130.tiff,130_ship_6,225,104,1000,1000
AIR-SARShip-2.0,ship,130.tiff,130_ship_7,155,61,1000,1000
AIR-SARShip-2.0,ship,130.tiff,130_ship_8,140,67,1000,1000
AIR-SARShip-2.0,ship,131.tiff,131_ship_1,167,63,1000,1000
AIR-SARShip-2.0,ship,131.tiff,131_ship_2,179,65,1000,1000
AIR-SARShip-2.0,ship,131.tiff,131_ship_3,225,75,1000,1000
AIR-SARShip-2.0,ship,131.tiff,131_ship_4,188,79,1000,1000
AIR-SARShip-2.0,ship,131.tiff,131_ship_5,221,75,1000,1000
AIR-SARShip-2.0,ship,131.tiff,131_ship_6,204,96,1000,1000
AIR-SARShip-2.0,ship,132.tiff,132_ship_1,218,73,1000,1000
AIR-SARShip-2.0,ship,132.tiff,132_ship_2,162,47,1000,1000
AIR-SARShip-2.0,ship,132.tiff,132_ship_3,175,87,1000,1000
AIR-SARShip-2.0,ship,132.tiff,132_ship_4,152,90,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_1,301,55,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_2,380,75,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_3,314,77,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_4,342,98,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_5,348,100,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_6,347,104,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_7,309,52,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_8,281,61,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_9,262,67,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_10,306,90,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_11,295,95,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_12,238,44,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_13,269,48,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_14,287,57,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_15,295,56,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_16,270,56,1000,1000
AIR-SARShip-2.0,ship,133.tiff,133_ship_17,297,46,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_1,303,63,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_2,200,41,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_3,189,50,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_4,180,62,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_5,198,39,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_6,200,51,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_7,315,65,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_8,430,83,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_9,415,108,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_10,343,75,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_11,317,65,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_12,301,79,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_13,380,75,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_14,342,96,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_15,360,70,1000,1000
AIR-SARShip-2.0,ship,134.tiff,134_ship_16,345,47,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_1,279,73,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_2,292,47,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_3,320,87,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_4,295,90,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_5,262,77,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_6,296,86,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_7,281,71,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_8,200,41,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_9,189,64,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_10,180,62,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_11,198,39,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_12,360,70,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_13,308,97,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_14,345,85,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_15,295,65,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_16,238,44,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_17,245,47,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_18,214,35,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_19,214,60,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_20,243,46,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_21,223,25,1000,1000
AIR-SARShip-2.0,ship,135.tiff,135_ship_22,241,63,1000,1000
AIR-SARShip-2.0,ship,136.tiff,136_ship_1,64,166,1000,1000
AIR-SARShip-2.0,ship,136.tiff,136_ship_2,151,101,1000,1000
AIR-SARShip-2.0,ship,137.tiff,137_ship_1,87,196,1000,1000
AIR-SARShip-2.0,ship,137.tiff,137_ship_2,91,175,1000,1000
AIR-SARShip-2.0,ship,138.tiff,138_ship_1,160,125,1000,1000
AIR-SARShip-2.0,ship,138.tiff,138_ship_2,87,268,1000,1000
AIR-SARShip-2.0,ship,138.tiff,138_ship_3,91,222,1000,1000
AIR-SARShip-2.0,ship,139.tiff,139_ship_1,108,188,1000,1000
AIR-SARShip-2.0,ship,139.tiff,139_ship_2,279,198,1000,1000
AIR-SARShip-2.0,ship,14.tiff,14_ship_1,111,60,1000,1000
AIR-SARShip-2.0,ship,14.tiff,14_ship_2,25,32,1000,1000
AIR-SARShip-2.0,ship,140.tiff,140_ship_1,244,83,1000,1000
AIR-SARShip-2.0,ship,140.tiff,140_ship_2,157,141,1000,1000
AIR-SARShip-2.0,ship,141.tiff,141_ship_1,201,175,1000,1000
AIR-SARShip-2.0,ship,141.tiff,141_ship_2,162,258,1000,1000
AIR-SARShip-2.0,ship,142.tiff,142_ship_1,305,292,1000,1000
AIR-SARShip-2.0,ship,142.tiff,142_ship_2,84,428,1000,1000
AIR-SARShip-2.0,ship,143.tiff,143_ship_1,97,331,1000,1000
AIR-SARShip-2.0,ship,143.tiff,143_ship_2,109,227,1000,1000
AIR-SARShip-2.0,ship,144.tiff,144_ship_1,149,72,1000,1000
AIR-SARShip-2.0,ship,144.tiff,144_ship_2,261,100,1000,1000
AIR-SARShip-2.0,ship,145.tiff,145_ship_1,54,113,1000,1000
AIR-SARShip-2.0,ship,145.tiff,145_ship_2,85,285,1000,1000
AIR-SARShip-2.0,ship,146.tiff,146_ship_1,181,330,1000,1000
AIR-SARShip-2.0,ship,146.tiff,146_ship_2,91,311,1000,1000
AIR-SARShip-2.0,ship,147.tiff,147_ship_1,138,154,1000,1000
AIR-SARShip-2.0,ship,147.tiff,147_ship_2,41,154,1000,1000
AIR-SARShip-2.0,ship,148.tiff,148_ship_1,147,119,1000,1000
AIR-SARShip-2.0,ship,148.tiff,148_ship_2,136,156,1000,1000
AIR-SARShip-2.0,ship,149.tiff,149_ship_1,78,318,1000,1000
AIR-SARShip-2.0,ship,149.tiff,149_ship_2,76,128,1000,1000
AIR-SARShip-2.0,ship,149.tiff,149_ship_3,69,155,1000,1000
AIR-SARShip-2.0,ship,149.tiff,149_ship_4,109,183,1000,1000
AIR-SARShip-2.0,ship,149.tiff,149_ship_5,66,153,1000,1000
AIR-SARShip-2.0,ship,149.tiff,149_ship_6,99,157,1000,1000
AIR-SARShip-2.0,ship,15.tiff,15_ship_1,46,42,1000,1000
AIR-SARShip-2.0,ship,15.tiff,15_ship_2,48,25,1000,1000
AIR-SARShip-2.0,ship,150.tiff,150_ship_1,48,136,1000,1000
AIR-SARShip-2.0,ship,150.tiff,150_ship_2,91,178,1000,1000
AIR-SARShip-2.0,ship,150.tiff,150_ship_3,140,372,1000,1000
AIR-SARShip-2.0,ship,150.tiff,150_ship_4,66,215,1000,1000
AIR-SARShip-2.0,ship,150.tiff,150_ship_5,57,342,1000,1000
AIR-SARShip-2.0,ship,151.tiff,151_ship_1,80,195,1000,1000
AIR-SARShip-2.0,ship,151.tiff,151_ship_2,154,156,1000,1000
AIR-SARShip-2.0,ship,152.tiff,152_ship_1,82,183,1000,1000
AIR-SARShip-2.0,ship,152.tiff,152_ship_2,62,157,1000,1000
AIR-SARShip-2.0,ship,152.tiff,152_ship_3,95,177,1000,1000
AIR-SARShip-2.0,ship,152.tiff,152_ship_4,86,166,1000,1000
AIR-SARShip-2.0,ship,152.tiff,152_ship_5,93,140,1000,1000
AIR-SARShip-2.0,ship,152.tiff,152_ship_6,112,122,1000,1000
AIR-SARShip-2.0,ship,152.tiff,152_ship_7,64,128,1000,1000
AIR-SARShip-2.0,ship,152.tiff,152_ship_8,46,110,1000,1000
AIR-SARShip-2.0,ship,152.tiff,152_ship_9,69,85,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_1,54,178,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_2,128,372,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_3,94,342,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_4,112,169,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_5,78,198,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_6,70,272,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_7,79,223,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_8,80,317,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_9,129,216,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_10,78,277,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_11,97,281,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_12,86,236,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_13,93,277,1000,1000
AIR-SARShip-2.0,ship,153.tiff,153_ship_14,87,245,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_1,78,192,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_2,45,270,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_3,54,314,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_4,112,346,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_5,91,396,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_6,70,239,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_7,91,330,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_8,79,275,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_9,87,301,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_10,136,197,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_11,95,315,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_12,91,354,1000,1000
AIR-SARShip-2.0,ship,154.tiff,154_ship_13,80,165,1000,1000
AIR-SARShip-2.0,ship,155.tiff,155_ship_1,78,196,1000,1000
AIR-SARShip-2.0,ship,155.tiff,155_ship_2,99,326,1000,1000
AIR-SARShip-2.0,ship,155.tiff,155_ship_3,99,309,1000,1000
AIR-SARShip-2.0,ship,155.tiff,155_ship_4,103,301,1000,1000
AIR-SARShip-2.0,ship,155.tiff,155_ship_5,104,351,1000,1000
AIR-SARShip-2.0,ship,155.tiff,155_ship_6,78,260,1000,1000
AIR-SARShip-2.0,ship,155.tiff,155_ship_7,45,204,1000,1000
AIR-SARShip-2.0,ship,155.tiff,155_ship_8,102,269,1000,1000
AIR-SARShip-2.0,ship,156.tiff,156_ship_1,85,140,1000,1000
AIR-SARShip-2.0,ship,156.tiff,156_ship_2,69,85,1000,1000
AIR-SARShip-2.0,ship,156.tiff,156_ship_3,88,110,1000,1000
AIR-SARShip-2.0,ship,157.tiff,157_ship_1,97,281,1000,1000
